id,discipline_semester_id,student_id,need_to_study
422205,19243,11920,true
422206,19243,11919,true
422207,19243,11918,true
422208,19243,11917,true
422209,19243,11916,true
422210,19243,11915,true
422211,19243,11914,true
422212,19243,11913,true
422213,19243,11912,true
422214,19243,11911,true
422215,19243,11910,true
422216,19243,11909,true
422217,19243,11908,true
422218,19243,11907,true
422219,19243,11906,true
422220,19243,11905,true
422221,19243,11904,true
422222,19243,11903,true
422223,19243,11902,true
422224,19243,11901,true
422225,19243,11900,true
422226,19243,11899,true
422227,19243,11898,true
422228,19243,11897,true
422229,19243,11896,true
422230,19243,11895,true
422231,19243,11894,true
422232,19243,11893,true
422233,19243,11892,true
422234,19243,11891,true
422235,19243,11890,true
422236,19243,11889,true
422237,19244,11922,true
422238,19244,11921,true
422239,19244,11920,true
422240,19244,11919,true
422241,19244,11918,true
422242,19244,11917,true
422243,19244,11916,true
422244,19244,11915,true
422245,19244,11914,true
422246,19244,11913,true
422247,19244,11912,true
422248,19244,11911,true
422249,19244,11910,true
422250,19244,11909,true
422251,19244,11908,true
422252,19244,11907,true
422253,19244,11906,true
422254,19244,11905,true
422255,19244,11904,true
422256,19244,11903,true
422257,19244,11902,true
422258,19244,11901,true
422259,19244,11900,true
422260,19244,11899,true
422261,19244,11898,true
422262,19244,11897,true
422263,19244,11896,true
422264,19244,11895,true
422265,19244,11894,true
422266,19244,11893,true
422267,19244,11892,true
422268,19244,11891,true
422269,19244,11890,true
422270,19244,11889,true
422271,19245,11922,true
422272,19245,11921,true
422273,19245,11920,true
422274,19245,11919,true
422275,19245,11918,true
422276,19245,11917,true
422277,19245,11916,true
422278,19245,11915,true
422279,19245,11914,true
422280,19245,11913,true
422281,19245,11912,true
422282,19245,11911,true
422283,19245,11910,true
422284,19245,11909,true
422285,19245,11908,true
422286,19245,11907,true
422287,19245,11906,true
422288,19245,11905,true
422289,19245,11904,true
422290,19245,11903,true
422291,19245,11902,true
422292,19245,11901,true
422293,19245,11900,true
422294,19245,11899,true
422295,19245,11898,true
422296,19245,11897,true
422297,19245,11896,true
422298,19245,11895,true
422299,19245,11894,true
422300,19245,11893,true
422301,19245,11892,true
422302,19245,11891,true
422303,19245,11890,true
422304,19245,11889,true
422305,19246,11922,true
422306,19246,11921,true
422307,19246,11920,true
422308,19246,11919,true
422309,19246,11918,true
422310,19246,11917,true
422311,19246,11916,true
422312,19246,11915,true
422313,19246,11914,true
422314,19246,11913,true
422315,19246,11912,true
422316,19246,11911,true
422317,19246,11910,true
422318,19246,11909,true
422319,19246,11908,true
422320,19246,11907,true
422321,19246,11906,true
422322,19246,11905,true
422323,19246,11904,true
422324,19246,11903,true
422325,19246,11902,true
422326,19246,11901,true
422327,19246,11900,true
422328,19246,11899,true
422329,19246,11898,true
422330,19246,11897,true
422331,19246,11896,true
422332,19246,11895,true
422333,19246,11894,true
422334,19246,11893,true
422335,19246,11892,true
422336,19246,11891,true
422337,19246,11890,true
422338,19246,11889,true
422339,19247,11922,true
422340,19247,11921,true
422341,19247,11920,true
422342,19247,11919,true
422343,19247,11918,true
422344,19247,11917,true
422345,19247,11916,true
422346,19247,11915,true
422347,19247,11914,true
422348,19247,11913,true
422349,19247,11912,true
422350,19247,11911,true
422351,19247,11910,true
422352,19247,11909,true
422353,19247,11908,true
422354,19247,11907,true
422355,19247,11906,true
422356,19247,11905,true
422357,19247,11904,true
422358,19247,11903,true
422359,19247,11902,true
422360,19247,11901,true
422361,19247,11900,true
422362,19247,11899,true
422363,19247,11898,true
422364,19247,11897,true
422365,19247,11896,true
422366,19247,11895,true
422367,19247,11894,true
422368,19247,11893,true
422369,19247,11892,true
422370,19247,11891,true
422371,19247,11890,true
422372,19247,11889,true
422373,19248,11922,true
422374,19248,11921,true
422375,19248,11920,true
422376,19248,11919,true
422377,19248,11918,true
422378,19248,11917,true
422379,19248,11916,true
422380,19248,11915,true
422381,19248,11914,true
422382,19248,11913,true
422383,19248,11912,true
422384,19248,11911,true
422385,19248,11910,true
422386,19248,11909,true
422387,19248,11908,true
422388,19248,11907,true
422389,19248,11906,true
422390,19248,11905,true
422391,19248,11904,true
422392,19248,11903,true
422393,19248,11902,true
422394,19248,11901,true
422395,19248,11900,true
422396,19248,11899,true
422397,19248,11898,true
422398,19248,11897,true
422399,19248,11896,true
422400,19248,11895,true
422401,19248,11894,true
422402,19248,11893,true
422403,19248,11892,true
422404,19248,11891,true
422405,19248,11890,true
422406,19248,11889,true
422434,19249,11895,false
422441,19250,11942,true
422442,19250,11941,true
422443,19250,11940,true
422444,19250,11939,true
422445,19250,11938,true
422446,19250,11937,true
422447,19250,11936,true
422448,19250,11935,true
422449,19250,11934,true
422450,19250,11933,true
422451,19250,11932,true
422452,19250,11931,true
422453,19250,11930,true
422454,19250,11929,true
422455,19250,11928,true
422456,19250,11927,true
422457,19250,11926,true
422458,19250,11925,true
422459,19250,11924,true
422460,19250,11923,true
422461,19251,11942,true
422462,19251,11941,true
422463,19251,11940,true
422464,19251,11939,true
422436,19249,11893,true
422433,19249,11896,true
422432,19249,11897,true
422435,19249,11894,true
422431,19249,11898,true
422430,19249,11899,true
422423,19249,11906,true
422426,19249,11903,true
422429,19249,11900,false
422428,19249,11901,true
422418,19249,11911,true
422414,19249,11915,false
422439,19249,11890,true
422422,19249,11907,true
422407,19249,11922,true
422419,19249,11910,true
422413,19249,11916,true
422415,19249,11914,false
422416,19249,11913,false
422417,19249,11912,true
422420,19249,11909,true
422412,19249,11917,true
422411,19249,11918,true
422438,19249,11891,true
422410,19249,11919,false
422409,19249,11920,true
422408,19249,11921,true
422427,19249,11902,true
422465,19251,11938,true
422466,19251,11937,true
422467,19251,11936,true
422468,19251,11935,true
422469,19251,11934,true
422470,19251,11933,true
422471,19251,11932,true
422472,19251,11931,true
422473,19251,11930,true
422474,19251,11929,true
422475,19251,11928,true
422476,19251,11927,true
422477,19251,11926,true
422478,19251,11925,true
422479,19251,11924,true
422480,19251,11923,true
422481,19252,11942,true
422482,19252,11941,true
422483,19252,11940,true
422484,19252,11939,true
422485,19252,11938,true
422486,19252,11937,true
422487,19252,11936,true
422488,19252,11935,true
422489,19252,11934,true
422490,19252,11933,true
422491,19252,11932,true
422492,19252,11931,true
422493,19252,11930,true
422494,19252,11929,true
422495,19252,11928,true
422496,19252,11927,true
422497,19252,11926,true
422498,19252,11925,true
422499,19252,11924,true
422500,19252,11923,true
422501,19253,11942,true
422502,19253,11941,true
422503,19253,11940,true
422504,19253,11939,true
422505,19253,11938,true
422506,19253,11937,true
422507,19253,11936,true
422508,19253,11935,true
422509,19253,11934,true
422510,19253,11933,true
422511,19253,11932,true
422512,19253,11931,true
422513,19253,11930,true
422514,19253,11929,true
422515,19253,11928,true
422516,19253,11927,true
422517,19253,11926,true
422518,19253,11925,true
422519,19253,11924,true
422520,19253,11923,true
422521,19254,11942,true
422522,19254,11941,true
422523,19254,11940,true
422524,19254,11939,true
422525,19254,11938,true
422526,19254,11937,true
422527,19254,11936,true
422528,19254,11935,true
422529,19254,11934,true
422530,19254,11933,true
422531,19254,11932,true
422532,19254,11931,true
422533,19254,11930,true
422534,19254,11929,true
422535,19254,11928,true
422536,19254,11927,true
422537,19254,11926,true
422538,19254,11925,true
422539,19254,11924,true
422540,19254,11923,true
422541,19255,11942,true
422542,19255,11941,true
422543,19255,11940,true
422544,19255,11939,true
422545,19255,11938,true
422546,19255,11937,true
422547,19255,11936,true
422548,19255,11935,true
422549,19255,11934,true
422550,19255,11933,true
422551,19255,11932,true
422552,19255,11931,true
422553,19255,11930,true
422554,19255,11929,true
422555,19255,11928,true
422556,19255,11927,true
422557,19255,11926,true
422558,19255,11925,true
422559,19255,11924,true
422560,19255,11923,true
422561,19256,11942,true
422562,19256,11941,true
422563,19256,11940,true
422564,19256,11939,true
422565,19256,11938,true
422566,19256,11937,true
422567,19256,11936,true
422568,19256,11935,true
422569,19256,11934,true
422570,19256,11933,true
422571,19256,11932,true
422572,19256,11931,true
422573,19256,11930,true
422574,19256,11929,true
422575,19256,11928,true
422576,19256,11927,true
422577,19256,11926,true
422578,19256,11925,true
422579,19256,11924,true
422580,19256,11923,true
422582,19257,11941,false
422586,19257,11937,false
422589,19257,11934,false
422590,19257,11933,false
422594,19257,11929,false
422599,19257,11924,true
422598,19257,11925,true
422596,19257,11927,true
422595,19257,11928,true
422593,19257,11930,true
422592,19257,11931,true
422591,19257,11932,true
422588,19257,11935,true
422587,19257,11936,true
422585,19257,11938,true
422584,19257,11939,true
422583,19257,11940,true
422581,19257,11942,true
423965,19340,12023,true
423966,19340,12022,true
423967,19340,12021,true
423968,19340,12020,true
423969,19340,12019,true
423970,19340,12018,true
423971,19340,12017,true
423972,19340,12016,true
423973,19340,12015,true
423974,19340,12014,true
423975,19340,12013,true
423976,19340,12012,true
423977,19340,12011,true
423978,19340,12010,true
423979,19340,12009,true
423980,19340,12008,true
423981,19340,12007,true
423982,19340,12006,true
423983,19340,12005,true
423984,19340,12004,true
423985,19340,12003,true
423986,19340,12002,true
423987,19340,12001,true
423988,19340,12000,true
423989,19340,11999,true
423990,19340,11998,true
423991,19340,11997,true
423992,19340,11996,true
423993,19340,11995,true
423994,19340,11994,true
423995,19340,11993,true
423996,19340,11992,true
423997,19340,11991,true
423998,19341,12023,true
423999,19341,12022,true
424000,19341,12021,true
424001,19341,12020,true
424002,19341,12019,true
424003,19341,12018,true
424004,19341,12017,true
424005,19341,12016,true
424006,19341,12015,true
424007,19341,12014,true
424008,19341,12013,true
424009,19341,12012,true
424010,19341,12011,true
424011,19341,12010,true
424012,19341,12009,true
424013,19341,12008,true
424014,19341,12007,true
424015,19341,12006,true
424016,19341,12005,true
424017,19341,12004,true
424018,19341,12003,true
424019,19341,12002,true
424020,19341,12001,true
424021,19341,12000,true
424022,19341,11999,true
424023,19341,11998,true
424024,19341,11997,true
424025,19341,11996,true
424026,19341,11995,true
424027,19341,11994,true
424028,19341,11993,true
424029,19341,11992,true
424030,19341,11991,true
424031,19342,12023,true
424032,19342,12022,true
424033,19342,12021,true
424034,19342,12020,true
424035,19342,12019,true
424036,19342,12018,true
424037,19342,12017,true
424038,19342,12016,true
424039,19342,12015,true
424040,19342,12014,true
424041,19342,12013,true
424042,19342,12012,true
424043,19342,12011,true
424044,19342,12010,true
424045,19342,12009,true
424046,19342,12008,true
424047,19342,12007,true
424048,19342,12006,true
424049,19342,12005,true
424050,19342,12004,true
424051,19342,12003,true
424052,19342,12002,true
424053,19342,12001,true
424054,19342,12000,true
424055,19342,11999,true
424056,19342,11998,true
424057,19342,11997,true
424058,19342,11996,true
424059,19342,11995,true
424060,19342,11994,true
424061,19342,11993,true
424062,19342,11992,true
424063,19342,11991,true
424064,19343,12023,true
424065,19343,12022,true
424066,19343,12021,true
424067,19343,12020,true
424068,19343,12019,true
424069,19343,12018,true
424070,19343,12017,true
424071,19343,12016,true
424072,19343,12015,true
424073,19343,12014,true
424074,19343,12013,true
424075,19343,12012,true
424076,19343,12011,true
424077,19343,12010,true
424078,19343,12009,true
424079,19343,12008,true
424080,19343,12007,true
424081,19343,12006,true
424082,19343,12005,true
424083,19343,12004,true
424084,19343,12003,true
424085,19343,12002,true
424086,19343,12001,true
424087,19343,12000,true
424088,19343,11999,true
424089,19343,11998,true
424090,19343,11997,true
424091,19343,11996,true
424092,19343,11995,true
424093,19343,11994,true
424094,19343,11993,true
424095,19343,11992,true
424096,19343,11991,true
424097,19344,12023,true
424098,19344,12022,true
424099,19344,12021,true
424100,19344,12020,true
424101,19344,12019,true
424102,19344,12018,true
424103,19344,12017,true
424104,19344,12016,true
424105,19344,12015,true
424106,19344,12014,true
424107,19344,12013,true
424108,19344,12012,true
424109,19344,12011,true
424110,19344,12010,true
424111,19344,12009,true
424112,19344,12008,true
424113,19344,12007,true
424114,19344,12006,true
424115,19344,12005,true
424116,19344,12004,true
424117,19344,12003,true
424118,19344,12002,true
424119,19344,12001,true
424120,19344,12000,true
424121,19344,11999,true
424122,19344,11998,true
424123,19344,11997,true
424124,19344,11996,true
424125,19344,11995,true
424126,19344,11994,true
424127,19344,11993,true
424128,19344,11992,true
424129,19344,11991,true
424130,19345,12023,true
424131,19345,12022,true
424132,19345,12021,true
424133,19345,12020,true
424134,19345,12019,true
424135,19345,12018,true
424136,19345,12017,true
424137,19345,12016,true
424138,19345,12015,true
424139,19345,12014,true
424140,19345,12013,true
424141,19345,12012,true
424142,19345,12011,true
424143,19345,12010,true
424144,19345,12009,true
424145,19345,12008,true
424146,19345,12007,true
424147,19345,12006,true
424148,19345,12005,true
424149,19345,12004,true
424150,19345,12003,true
424151,19345,12002,true
424152,19345,12001,true
424153,19345,12000,true
424154,19345,11999,true
424155,19345,11998,true
424156,19345,11997,true
424157,19345,11996,true
424158,19345,11995,true
424159,19345,11994,true
424160,19345,11993,true
424161,19345,11992,true
424162,19345,11991,true
424163,19346,12023,true
424164,19346,12022,true
424165,19346,12021,true
424166,19346,12020,true
424167,19346,12019,true
424168,19346,12018,true
424169,19346,12017,true
424170,19346,12016,true
424171,19346,12015,true
424172,19346,12014,true
424173,19346,12013,true
424174,19346,12012,true
424175,19346,12011,true
424176,19346,12010,true
424177,19346,12009,true
424178,19346,12008,true
424179,19346,12007,true
424180,19346,12006,true
424181,19346,12005,true
424182,19346,12004,true
424183,19346,12003,true
424184,19346,12002,true
424185,19346,12001,true
424186,19346,12000,true
424187,19346,11999,true
424188,19346,11998,true
424189,19346,11997,true
424190,19346,11996,true
424191,19346,11995,true
424192,19346,11994,true
424193,19346,11993,true
424194,19346,11992,true
424195,19346,11991,true
424196,19347,12023,true
424197,19347,12022,true
424198,19347,12021,true
424199,19347,12020,true
424200,19347,12019,true
424201,19347,12018,true
424202,19347,12017,true
424203,19347,12016,true
424204,19347,12015,true
424205,19347,12014,true
424206,19347,12013,true
424207,19347,12012,true
424208,19347,12011,true
424209,19347,12010,true
424210,19347,12009,true
424211,19347,12008,true
424212,19347,12007,true
424213,19347,12006,true
424214,19347,12005,true
424215,19347,12004,true
424216,19347,12003,true
424217,19347,12002,true
424218,19347,12001,true
424219,19347,12000,true
424220,19347,11999,true
424221,19347,11998,true
424222,19347,11997,true
424223,19347,11996,true
424224,19347,11995,true
424225,19347,11994,true
424226,19347,11993,true
424227,19347,11992,true
424228,19347,11991,true
424229,19348,12023,true
424230,19348,12022,true
424231,19348,12021,true
424232,19348,12020,true
424233,19348,12019,true
424234,19348,12018,true
424235,19348,12017,true
424236,19348,12016,true
424237,19348,12015,true
424238,19348,12014,true
424239,19348,12013,true
424240,19348,12012,true
424241,19348,12011,true
424242,19348,12010,true
424243,19348,12009,true
424244,19348,12008,true
424245,19348,12007,true
424246,19348,12006,true
424247,19348,12005,true
424248,19348,12004,true
424249,19348,12003,true
424250,19348,12002,true
424251,19348,12001,true
424252,19348,12000,true
424253,19348,11999,true
424254,19348,11998,true
424255,19348,11997,true
424256,19348,11996,true
424257,19348,11995,true
424258,19348,11994,true
424259,19348,11993,true
424260,19348,11992,true
424261,19348,11991,true
424297,19350,11269,true
424304,19350,11270,true
424321,19351,11269,true
424328,19351,11270,true
424345,19352,11269,true
424352,19352,11270,true
424369,19353,11269,true
424289,19349,11996,true
424273,19349,12012,true
424287,19349,11998,true
424284,19349,12001,true
424280,19349,12005,true
424288,19349,11997,true
424277,19349,12008,true
424285,19349,12000,true
424281,19349,12004,false
424274,19349,12011,false
424272,19349,12013,true
424271,19349,12014,true
424279,19349,12006,true
424292,19349,11993,true
424278,19349,12007,false
424275,19349,12010,true
424267,19349,12018,false
424270,19349,12015,true
424269,19349,12016,true
424268,19349,12017,true
424266,19349,12019,true
424291,19349,11994,true
424263,19349,12022,false
424264,19349,12021,true
424262,19349,12023,true
424265,19349,12020,true
424293,19349,11992,true
424282,19349,12003,false
424376,19353,11270,true
424393,19354,11269,true
424400,19354,11270,true
424417,19355,11269,true
424424,19355,11270,true
424441,19356,11269,true
424448,19356,11270,true
424463,19357,12050,true
424464,19357,12049,true
424465,19357,12048,true
424466,19357,12047,true
424467,19357,12046,true
424468,19357,12045,true
424469,19357,12044,true
424470,19357,12043,true
424471,19357,12042,true
424472,19357,12041,true
424473,19357,12040,true
424474,19357,12039,true
424475,19357,12038,true
424476,19357,12037,true
424477,19357,12036,true
424478,19357,12035,true
424479,19357,12034,true
424480,19357,12033,true
424481,19357,12032,true
424482,19357,12031,true
424483,19357,12030,true
424484,19357,12029,true
424485,19357,12028,true
424486,19357,12027,true
424487,19357,12026,true
424488,19357,12025,true
424489,19357,12024,true
424490,19358,12050,true
424491,19358,12049,true
424492,19358,12048,true
424493,19358,12047,true
424494,19358,12046,true
424495,19358,12045,true
424496,19358,12044,true
424497,19358,12043,true
424498,19358,12042,true
424499,19358,12041,true
424500,19358,12040,true
424501,19358,12039,true
424502,19358,12038,true
424503,19358,12037,true
424504,19358,12036,true
424505,19358,12035,true
424506,19358,12034,true
424507,19358,12033,true
424508,19358,12032,true
424509,19358,12031,true
424510,19358,12030,true
424511,19358,12029,true
424512,19358,12028,true
424513,19358,12027,true
424514,19358,12026,true
424515,19358,12025,true
424516,19358,12024,true
424517,19359,12050,true
424518,19359,12049,true
424519,19359,12048,true
424520,19359,12047,true
424521,19359,12046,true
424522,19359,12045,true
424523,19359,12044,true
424524,19359,12043,true
424525,19359,12042,true
424526,19359,12041,true
424527,19359,12040,true
424528,19359,12039,true
424529,19359,12038,true
424530,19359,12037,true
424531,19359,12036,true
424532,19359,12035,true
424533,19359,12034,true
424534,19359,12033,true
424535,19359,12032,true
424536,19359,12031,true
424537,19359,12030,true
424538,19359,12029,true
424539,19359,12028,true
424540,19359,12027,true
424541,19359,12026,true
424542,19359,12025,true
424543,19359,12024,true
424544,19360,12050,true
424545,19360,12049,true
424546,19360,12048,true
424547,19360,12047,true
424548,19360,12046,true
424549,19360,12045,true
424550,19360,12044,true
424551,19360,12043,true
424552,19360,12042,true
424553,19360,12041,true
424554,19360,12040,true
424555,19360,12039,true
424556,19360,12038,true
424557,19360,12037,true
424558,19360,12036,true
424559,19360,12035,true
424560,19360,12034,true
424561,19360,12033,true
424562,19360,12032,true
424563,19360,12031,true
424564,19360,12030,true
424565,19360,12029,true
424566,19360,12028,true
424567,19360,12027,true
424568,19360,12026,true
424569,19360,12025,true
424570,19360,12024,true
424571,19361,12050,true
424572,19361,12049,true
424573,19361,12048,true
424574,19361,12047,true
424575,19361,12046,true
424576,19361,12045,true
424577,19361,12044,true
424578,19361,12043,true
424579,19361,12042,true
424580,19361,12041,true
424581,19361,12040,true
424582,19361,12039,true
424583,19361,12038,true
424584,19361,12037,true
424585,19361,12036,true
424586,19361,12035,true
424587,19361,12034,true
424588,19361,12033,true
424589,19361,12032,true
424590,19361,12031,true
424591,19361,12030,true
424592,19361,12029,true
424593,19361,12028,true
424594,19361,12027,true
424595,19361,12026,true
424596,19361,12025,true
424597,19361,12024,true
424598,19362,12050,true
424599,19362,12049,true
424600,19362,12048,true
424601,19362,12047,true
424602,19362,12046,true
424603,19362,12045,true
424604,19362,12044,true
424605,19362,12043,true
424606,19362,12042,true
424607,19362,12041,true
424608,19362,12040,true
424609,19362,12039,true
424610,19362,12038,true
424611,19362,12037,true
424612,19362,12036,true
424613,19362,12035,true
424614,19362,12034,true
424615,19362,12033,true
424616,19362,12032,true
424617,19362,12031,true
424618,19362,12030,true
424619,19362,12029,true
424620,19362,12028,true
424621,19362,12027,true
424622,19362,12026,true
424623,19362,12025,true
424624,19362,12024,true
424625,19363,12050,true
424626,19363,12049,true
424627,19363,12048,true
424628,19363,12047,true
424629,19363,12046,true
424630,19363,12045,true
424631,19363,12044,true
424632,19363,12043,true
424633,19363,12042,true
424634,19363,12041,true
424635,19363,12040,true
424636,19363,12039,true
424637,19363,12038,true
424638,19363,12037,true
424639,19363,12036,true
424640,19363,12035,true
424641,19363,12034,true
424642,19363,12033,true
424643,19363,12032,true
424644,19363,12031,true
424645,19363,12030,true
424646,19363,12029,true
424647,19363,12028,true
424648,19363,12027,true
424649,19363,12026,true
424650,19363,12025,true
424651,19363,12024,true
425807,19429,12133,true
425808,19429,12132,true
425809,19429,12131,true
425810,19429,12130,true
425811,19429,12129,true
